
iter 0: loss 7.4320, time 10319.77ms, mfu -100.00%
iter 450: loss 1.3920, time 1195.90ms, mfu 5.48%
iter 451: loss 1.5860, time 1193.87ms, mfu 5.48%
iter 452: loss 1.5271, time 1194.76ms, mfu 5.48%
iter 453: loss 1.5042, time 1191.58ms, mfu 5.49%
iter 454: loss 1.5173, time 1197.00ms, mfu 5.48%
iter 455: loss 1.5940, time 1191.07ms, mfu 5.49%
iter 456: loss 1.4365, time 1194.76ms, mfu 5.49%
iter 457: loss 1.6076, time 1191.53ms, mfu 5.49%
iter 458: loss 1.5616, time 1193.62ms, mfu 5.49%
iter 459: loss 1.5637, time 1195.30ms, mfu 5.49%
iter 460: loss 1.4898, time 1195.12ms, mfu 5.49%
iter 461: loss 1.4647, time 1191.36ms, mfu 5.49%
iter 462: loss 1.4871, time 1193.44ms, mfu 5.49%
iter 463: loss 1.7096, time 1191.44ms, mfu 5.49%
iter 464: loss 1.5002, time 1194.17ms, mfu 5.49%
iter 465: loss 1.5502, time 1192.10ms, mfu 5.49%
iter 466: loss 1.6570, time 1196.30ms, mfu 5.49%
iter 467: loss 1.5164, time 1191.04ms, mfu 5.49%
iter 468: loss 1.4532, time 1196.40ms, mfu 5.49%
iter 469: loss 1.6329, time 1191.20ms, mfu 5.49%
iter 470: loss 1.6432, time 1195.21ms, mfu 5.49%
iter 471: loss 1.5528, time 1192.61ms, mfu 5.49%
iter 472: loss 1.6811, time 1195.03ms, mfu 5.49%
iter 473: loss 1.6355, time 1192.02ms, mfu 5.49%
iter 474: loss 1.5401, time 1196.45ms, mfu 5.49%
iter 475: loss 1.5690, time 1192.01ms, mfu 5.49%
iter 476: loss 1.6857, time 1196.11ms, mfu 5.49%
iter 477: loss 1.6142, time 1191.93ms, mfu 5.49%
iter 478: loss 1.5767, time 1197.21ms, mfu 5.49%
iter 479: loss 1.5289, time 1191.16ms, mfu 5.49%
iter 480: loss 1.5610, time 1196.11ms, mfu 5.49%
iter 481: loss 1.4826, time 1193.49ms, mfu 5.49%
iter 482: loss 1.4570, time 1192.98ms, mfu 5.49%
iter 483: loss 1.4350, time 1190.42ms, mfu 5.49%
iter 484: loss 1.4906, time 1188.13ms, mfu 5.49%
iter 485: loss 1.4300, time 1190.90ms, mfu 5.49%
iter 486: loss 1.6160, time 1194.16ms, mfu 5.49%
iter 487: loss 1.4674, time 1192.25ms, mfu 5.49%
iter 488: loss 1.5586, time 1197.99ms, mfu 5.49%
iter 489: loss 1.4154, time 1193.00ms, mfu 5.49%
iter 490: loss 1.6047, time 1192.67ms, mfu 5.49%
iter 491: loss 1.4613, time 1192.87ms, mfu 5.49%
iter 492: loss 1.3828, time 1194.45ms, mfu 5.49%
iter 493: loss 1.6549, time 1194.66ms, mfu 5.49%
iter 494: loss 1.4501, time 1207.33ms, mfu 5.48%
iter 495: loss 1.5679, time 1199.95ms, mfu 5.48%
iter 496: loss 1.5573, time 1198.53ms, mfu 5.48%
iter 497: loss 1.5241, time 1200.61ms, mfu 5.48%
iter 498: loss 1.5417, time 1195.64ms, mfu 5.48%
iter 499: loss 1.6264, time 1194.76ms, mfu 5.48%
iter 500: loss 1.5662, time 4591.09ms, mfu 5.07%
iter 501: loss 1.4763, time 1191.48ms, mfu 5.11%
iter 502: loss 1.4036, time 1190.14ms, mfu 5.15%
iter 503: loss 1.7286, time 1192.33ms, mfu 5.19%
iter 504: loss 1.6360, time 1195.72ms, mfu 5.22%
iter 505: loss 1.5264, time 1189.48ms, mfu 5.25%
iter 506: loss 1.4337, time 1196.27ms, mfu 5.27%
iter 507: loss 1.4238, time 1207.34ms, mfu 5.28%
iter 508: loss 1.4727, time 1197.88ms, mfu 5.30%
iter 509: loss 1.5907, time 1190.85ms, mfu 5.32%
iter 510: loss 1.4933, time 1192.63ms, mfu 5.34%
iter 511: loss 1.4644, time 1192.04ms, mfu 5.36%
iter 512: loss 1.5195, time 1193.94ms, mfu 5.37%
iter 513: loss 1.5344, time 1193.02ms, mfu 5.38%
iter 514: loss 1.5092, time 1195.37ms, mfu 5.39%
iter 515: loss 1.5743, time 1192.64ms, mfu 5.40%
iter 516: loss 1.4584, time 1191.72ms, mfu 5.41%
iter 517: loss 1.4082, time 1195.75ms, mfu 5.42%
iter 518: loss 1.6177, time 1192.53ms, mfu 5.42%
iter 519: loss 1.4756, time 1192.56ms, mfu 5.43%
iter 520: loss 1.4686, time 1193.90ms, mfu 5.44%
iter 521: loss 1.5053, time 1193.16ms, mfu 5.44%
iter 522: loss 1.4358, time 1191.97ms, mfu 5.45%
iter 523: loss 1.5968, time 1193.75ms, mfu 5.45%
iter 524: loss 1.5710, time 1194.25ms, mfu 5.45%
iter 525: loss 1.5027, time 1190.98ms, mfu 5.46%
iter 526: loss 1.5001, time 1194.84ms, mfu 5.46%
iter 527: loss 1.4006, time 1194.48ms, mfu 5.46%
iter 528: loss 1.5165, time 1194.92ms, mfu 5.47%
iter 529: loss 1.5210, time 1190.56ms, mfu 5.47%
iter 530: loss 1.3354, time 1193.37ms, mfu 5.47%
iter 531: loss 1.5033, time 1193.91ms, mfu 5.47%
iter 532: loss 1.5298, time 1193.45ms, mfu 5.47%
iter 533: loss 1.4020, time 1189.62ms, mfu 5.48%
iter 534: loss 1.4367, time 1196.14ms, mfu 5.48%
iter 535: loss 1.6309, time 1192.58ms, mfu 5.48%
iter 536: loss 1.6056, time 1196.19ms, mfu 5.48%
iter 537: loss 1.4300, time 1195.61ms, mfu 5.48%
iter 538: loss 1.3846, time 1195.76ms, mfu 5.48%
iter 539: loss 1.3536, time 1191.67ms, mfu 5.48%
iter 540: loss 1.4977, time 1194.47ms, mfu 5.48%
iter 541: loss 1.5669, time 1191.15ms, mfu 5.48%
iter 542: loss 1.5252, time 1192.96ms, mfu 5.48%
iter 543: loss 1.5064, time 1193.62ms, mfu 5.48%
iter 544: loss 1.6139, time 1194.73ms, mfu 5.48%
iter 545: loss 1.5239, time 1195.75ms, mfu 5.48%
iter 546: loss 1.3887, time 1195.15ms, mfu 5.48%
iter 547: loss 1.4649, time 1192.60ms, mfu 5.48%
iter 548: loss 1.4627, time 1195.86ms, mfu 5.48%
iter 549: loss 1.3946, time 1192.34ms, mfu 5.48%
iter 550: loss 1.4583, time 1190.60ms, mfu 5.49%
iter 551: loss 1.4695, time 1192.83ms, mfu 5.49%
iter 552: loss 1.3571, time 1193.76ms, mfu 5.49%
iter 553: loss 1.4976, time 1194.04ms, mfu 5.49%
iter 554: loss 1.4939, time 1194.07ms, mfu 5.49%
iter 555: loss 1.4494, time 1191.80ms, mfu 5.49%
iter 556: loss 1.5045, time 1196.94ms, mfu 5.49%
iter 557: loss 1.3700, time 1193.04ms, mfu 5.49%
iter 558: loss 1.4483, time 1194.82ms, mfu 5.49%
iter 559: loss 1.3027, time 1192.01ms, mfu 5.49%
iter 560: loss 1.4737, time 1195.85ms, mfu 5.49%
iter 561: loss 1.4930, time 1195.28ms, mfu 5.49%
iter 562: loss 1.3368, time 1197.92ms, mfu 5.48%
iter 563: loss 1.5331, time 1192.76ms, mfu 5.48%
iter 564: loss 1.4559, time 1191.90ms, mfu 5.49%
iter 565: loss 1.4760, time 1193.09ms, mfu 5.49%
iter 566: loss 1.4438, time 1197.17ms, mfu 5.48%
iter 567: loss 1.3546, time 1189.66ms, mfu 5.49%
iter 568: loss 1.4031, time 1194.56ms, mfu 5.49%
iter 569: loss 1.5089, time 1195.99ms, mfu 5.49%
iter 570: loss 1.5227, time 1193.67ms, mfu 5.49%
iter 571: loss 1.5221, time 1193.77ms, mfu 5.49%
iter 572: loss 1.3934, time 1192.10ms, mfu 5.49%
iter 573: loss 1.4542, time 1194.21ms, mfu 5.49%
iter 574: loss 1.4878, time 1198.59ms, mfu 5.48%
iter 575: loss 1.3757, time 1190.95ms, mfu 5.49%
iter 576: loss 1.5749, time 1197.11ms, mfu 5.48%
iter 577: loss 1.3869, time 1192.36ms, mfu 5.49%
iter 578: loss 1.4526, time 1195.37ms, mfu 5.49%
iter 579: loss 1.4106, time 1195.45ms, mfu 5.48%
iter 580: loss 1.4635, time 1191.79ms, mfu 5.49%
iter 581: loss 1.4219, time 1193.19ms, mfu 5.49%
iter 582: loss 1.4088, time 1196.83ms, mfu 5.48%
iter 583: loss 1.4345, time 1191.19ms, mfu 5.49%
iter 584: loss 1.4312, time 1193.35ms, mfu 5.49%
iter 585: loss 1.5184, time 1193.26ms, mfu 5.49%
iter 586: loss 1.4202, time 1193.14ms, mfu 5.49%
iter 587: loss 1.4222, time 1190.29ms, mfu 5.49%
iter 588: loss 1.4847, time 1196.07ms, mfu 5.49%
iter 589: loss 1.5748, time 1192.09ms, mfu 5.49%
iter 590: loss 1.3637, time 1202.86ms, mfu 5.48%
iter 591: loss 1.5662, time 1197.21ms, mfu 5.48%
iter 592: loss 1.4442, time 1194.14ms, mfu 5.48%
iter 593: loss 1.4417, time 1192.03ms, mfu 5.48%
iter 594: loss 1.4536, time 1196.91ms, mfu 5.48%
iter 595: loss 1.5525, time 1191.17ms, mfu 5.48%
iter 596: loss 1.4110, time 1194.35ms, mfu 5.48%
iter 597: loss 1.2922, time 1193.00ms, mfu 5.49%
iter 598: loss 1.4149, time 1198.84ms, mfu 5.48%
iter 599: loss 1.4684, time 1199.10ms, mfu 5.48%
iter 600: loss 1.4831, time 4539.63ms, mfu 5.08%
iter 601: loss 1.5345, time 1192.36ms, mfu 5.12%
iter 602: loss 1.4147, time 1194.04ms, mfu 5.16%
iter 603: loss 1.4015, time 1192.39ms, mfu 5.19%
iter 604: loss 1.4666, time 1194.46ms, mfu 5.22%
iter 605: loss 1.4145, time 1192.60ms, mfu 5.25%
iter 606: loss 1.2867, time 1196.13ms, mfu 5.27%
iter 607: loss 1.4461, time 1191.42ms, mfu 5.29%
iter 608: loss 1.2555, time 1196.46ms, mfu 5.31%
iter 609: loss 1.5849, time 1193.07ms, mfu 5.33%
iter 610: loss 1.4444, time 1195.30ms, mfu 5.34%
iter 611: loss 1.3160, time 1190.22ms, mfu 5.36%
iter 612: loss 1.3604, time 1194.22ms, mfu 5.37%
iter 613: loss 1.5006, time 1190.53ms, mfu 5.39%
iter 614: loss 1.4427, time 1194.68ms, mfu 5.39%
iter 615: loss 1.3655, time 1190.91ms, mfu 5.41%
iter 616: loss 1.2378, time 1192.89ms, mfu 5.41%
iter 617: loss 1.3405, time 1191.65ms, mfu 5.42%
iter 618: loss 1.3899, time 1193.25ms, mfu 5.43%
iter 619: loss 1.4456, time 1192.00ms, mfu 5.44%
iter 620: loss 1.4664, time 1195.25ms, mfu 5.44%
iter 621: loss 1.4120, time 1193.21ms, mfu 5.45%
iter 622: loss 1.4101, time 1194.28ms, mfu 5.45%
iter 623: loss 1.3628, time 1192.60ms, mfu 5.45%
iter 624: loss 1.3748, time 1192.93ms, mfu 5.46%
iter 625: loss 1.3386, time 1191.77ms, mfu 5.46%
iter 626: loss 1.5049, time 1194.79ms, mfu 5.46%
iter 627: loss 1.4753, time 1192.42ms, mfu 5.47%
iter 628: loss 1.4290, time 1194.53ms, mfu 5.47%
iter 629: loss 1.3238, time 1192.73ms, mfu 5.47%
iter 630: loss 1.4840, time 1194.39ms, mfu 5.47%
iter 631: loss 1.5561, time 1191.63ms, mfu 5.47%
iter 632: loss 1.4617, time 1192.73ms, mfu 5.48%
iter 633: loss 1.4654, time 1192.80ms, mfu 5.48%
iter 634: loss 1.3107, time 1197.32ms, mfu 5.48%
iter 635: loss 1.3242, time 1193.50ms, mfu 5.48%
iter 636: loss 1.5186, time 1193.18ms, mfu 5.48%
iter 637: loss 1.5614, time 1192.33ms, mfu 5.48%
iter 638: loss 1.4053, time 1192.89ms, mfu 5.48%
iter 639: loss 1.4504, time 1194.42ms, mfu 5.48%
iter 640: loss 1.2406, time 1191.09ms, mfu 5.48%
iter 641: loss 1.2676, time 1192.19ms, mfu 5.48%
iter 642: loss 1.2858, time 1197.07ms, mfu 5.48%
iter 643: loss 1.3181, time 1189.91ms, mfu 5.49%
iter 644: loss 1.4048, time 1195.33ms, mfu 5.49%
iter 645: loss 1.4251, time 1194.17ms, mfu 5.49%
iter 646: loss 1.3450, time 1194.33ms, mfu 5.49%
iter 647: loss 1.3334, time 1193.66ms, mfu 5.49%
iter 648: loss 1.4333, time 1193.79ms, mfu 5.49%
iter 649: loss 1.2604, time 1192.04ms, mfu 5.49%
iter 650: loss 1.4221, time 1193.39ms, mfu 5.49%
iter 651: loss 1.3657, time 1194.34ms, mfu 5.49%
iter 652: loss 1.4875, time 1192.67ms, mfu 5.49%
iter 653: loss 1.3121, time 1191.19ms, mfu 5.49%
iter 654: loss 1.4204, time 1197.04ms, mfu 5.49%
iter 655: loss 1.4096, time 1190.75ms, mfu 5.49%
iter 656: loss 1.4308, time 1197.60ms, mfu 5.49%
iter 657: loss 1.3607, time 1194.07ms, mfu 5.49%
iter 658: loss 1.4442, time 1192.21ms, mfu 5.49%
iter 659: loss 1.3190, time 1193.46ms, mfu 5.49%
iter 660: loss 1.4408, time 1195.05ms, mfu 5.49%
iter 661: loss 1.5176, time 1191.90ms, mfu 5.49%
iter 662: loss 1.4794, time 1195.67ms, mfu 5.49%
iter 663: loss 1.3841, time 1191.32ms, mfu 5.49%
iter 664: loss 1.4366, time 1195.24ms, mfu 5.49%
iter 665: loss 1.3847, time 1190.29ms, mfu 5.49%
iter 666: loss 1.5051, time 1193.53ms, mfu 5.49%
iter 667: loss 1.3824, time 1190.61ms, mfu 5.49%
iter 668: loss 1.3177, time 1194.67ms, mfu 5.49%
iter 669: loss 1.3906, time 1193.90ms, mfu 5.49%
iter 670: loss 1.4237, time 1195.23ms, mfu 5.49%
iter 671: loss 1.3712, time 1190.14ms, mfu 5.49%
iter 672: loss 1.2341, time 1195.30ms, mfu 5.49%
iter 673: loss 1.4173, time 1191.40ms, mfu 5.49%
iter 674: loss 1.3689, time 1194.92ms, mfu 5.49%
iter 675: loss 1.2131, time 1192.16ms, mfu 5.49%
iter 676: loss 1.3074, time 1193.70ms, mfu 5.49%
iter 677: loss 1.3046, time 1190.60ms, mfu 5.49%
iter 678: loss 1.3054, time 1197.89ms, mfu 5.49%
iter 679: loss 1.2460, time 1191.00ms, mfu 5.49%
iter 680: loss 1.2756, time 1197.70ms, mfu 5.49%
iter 681: loss 1.5006, time 1191.56ms, mfu 5.49%
iter 682: loss 1.1866, time 1195.35ms, mfu 5.49%
iter 683: loss 1.2702, time 1193.79ms, mfu 5.49%
iter 684: loss 1.3405, time 1193.56ms, mfu 5.49%
iter 685: loss 1.4498, time 1194.83ms, mfu 5.49%
iter 686: loss 1.3644, time 1193.57ms, mfu 5.49%
iter 687: loss 1.4344, time 1193.53ms, mfu 5.49%
iter 688: loss 1.2293, time 1192.58ms, mfu 5.49%
iter 689: loss 1.2135, time 1194.48ms, mfu 5.49%
iter 690: loss 1.3409, time 1197.60ms, mfu 5.49%
iter 691: loss 1.2769, time 1194.01ms, mfu 5.49%
iter 692: loss 1.3176, time 1194.59ms, mfu 5.49%
iter 693: loss 1.4075, time 1193.72ms, mfu 5.49%
iter 694: loss 1.4107, time 1194.19ms, mfu 5.49%
iter 695: loss 1.4676, time 1193.11ms, mfu 5.49%
iter 696: loss 1.2621, time 1194.29ms, mfu 5.49%
iter 697: loss 1.4249, time 1193.59ms, mfu 5.49%
iter 698: loss 1.3021, time 1194.74ms, mfu 5.49%
iter 699: loss 1.3532, time 1192.24ms, mfu 5.49%
iter 700: loss 1.4428, time 4530.49ms, mfu 5.08%
iter 701: loss 1.3842, time 1187.91ms, mfu 5.13%
iter 702: loss 1.5414, time 1193.43ms, mfu 5.16%
iter 703: loss 1.3896, time 1192.43ms, mfu 5.20%
iter 704: loss 1.3842, time 1195.08ms, mfu 5.22%
iter 705: loss 1.3893, time 1190.75ms, mfu 5.25%
iter 706: loss 1.3781, time 1193.64ms, mfu 5.28%
iter 707: loss 1.3128, time 1191.35ms, mfu 5.30%
iter 708: loss 1.3684, time 1192.90ms, mfu 5.32%
iter 709: loss 1.4083, time 1189.93ms, mfu 5.34%
iter 710: loss 1.4022, time 1195.27ms, mfu 5.35%
iter 711: loss 1.3828, time 1191.57ms, mfu 5.36%
iter 712: loss 1.5396, time 1193.97ms, mfu 5.38%
iter 713: loss 1.4460, time 1193.05ms, mfu 5.39%
iter 714: loss 1.3218, time 1197.44ms, mfu 5.40%
iter 715: loss 1.4828, time 1189.41ms, mfu 5.41%
iter 716: loss 1.3529, time 1191.37ms, mfu 5.42%
iter 717: loss 1.3224, time 1194.85ms, mfu 5.42%
iter 718: loss 1.4251, time 1193.57ms, mfu 5.43%
iter 719: loss 1.4469, time 1189.11ms, mfu 5.44%
iter 720: loss 1.4143, time 1196.46ms, mfu 5.44%
iter 721: loss 1.4251, time 1191.13ms, mfu 5.45%
iter 722: loss 1.2705, time 1194.18ms, mfu 5.45%
iter 723: loss 1.4183, time 1190.81ms, mfu 5.46%
iter 724: loss 1.2744, time 1194.48ms, mfu 5.46%
iter 725: loss 1.3762, time 1191.77ms, mfu 5.46%
iter 726: loss 1.2912, time 1194.11ms, mfu 5.46%
iter 727: loss 1.4134, time 1194.42ms, mfu 5.47%
iter 728: loss 1.2404, time 1196.19ms, mfu 5.47%
iter 729: loss 1.2074, time 1191.72ms, mfu 5.47%
iter 730: loss 1.3512, time 1192.38ms, mfu 5.47%
iter 731: loss 1.3025, time 1192.51ms, mfu 5.47%
iter 732: loss 1.3689, time 1195.08ms, mfu 5.48%
iter 733: loss 1.3581, time 1192.04ms, mfu 5.48%
iter 734: loss 1.2658, time 1195.72ms, mfu 5.48%
iter 735: loss 1.3198, time 1193.91ms, mfu 5.48%
iter 736: loss 1.2753, time 1195.48ms, mfu 5.48%
iter 737: loss 1.3977, time 1193.41ms, mfu 5.48%
iter 738: loss 1.2616, time 1195.78ms, mfu 5.48%
iter 739: loss 1.3602, time 1193.38ms, mfu 5.48%
iter 740: loss 1.2327, time 1190.88ms, mfu 5.48%
iter 741: loss 1.1729, time 1194.56ms, mfu 5.48%
iter 742: loss 1.2045, time 1194.00ms, mfu 5.48%
iter 743: loss 1.3602, time 1195.69ms, mfu 5.48%
iter 744: loss 1.4263, time 1193.56ms, mfu 5.48%
iter 745: loss 1.2460, time 1190.92ms, mfu 5.48%
iter 746: loss 1.3241, time 1197.35ms, mfu 5.48%
iter 747: loss 1.3218, time 1191.29ms, mfu 5.48%
iter 748: loss 1.4174, time 1195.57ms, mfu 5.48%
iter 749: loss 1.2589, time 1191.15ms, mfu 5.49%
iter 750: loss 1.4431, time 1192.34ms, mfu 5.49%
iter 751: loss 1.3067, time 1193.47ms, mfu 5.49%
iter 752: loss 1.2409, time 1193.80ms, mfu 5.49%
iter 753: loss 1.3511, time 1194.37ms, mfu 5.49%
iter 754: loss 1.3534, time 1193.94ms, mfu 5.49%
iter 755: loss 1.1748, time 1194.01ms, mfu 5.49%
iter 756: loss 1.3231, time 1194.35ms, mfu 5.49%
iter 757: loss 1.1863, time 1191.98ms, mfu 5.49%
iter 758: loss 1.4862, time 1194.24ms, mfu 5.49%
iter 759: loss 1.2517, time 1193.88ms, mfu 5.49%
iter 760: loss 1.3966, time 1196.32ms, mfu 5.49%
iter 761: loss 1.4166, time 1193.35ms, mfu 5.49%
iter 762: loss 1.3081, time 1192.30ms, mfu 5.49%
iter 763: loss 1.3185, time 1194.01ms, mfu 5.49%
iter 764: loss 1.3920, time 1195.64ms, mfu 5.49%
iter 765: loss 1.2689, time 1192.01ms, mfu 5.49%
iter 766: loss 1.1569, time 1196.79ms, mfu 5.49%
iter 767: loss 1.3722, time 1189.82ms, mfu 5.49%
iter 768: loss 1.2689, time 1194.20ms, mfu 5.49%
iter 769: loss 1.3630, time 1193.86ms, mfu 5.49%
iter 770: loss 1.3145, time 1193.37ms, mfu 5.49%
iter 771: loss 1.3189, time 1194.16ms, mfu 5.49%
iter 772: loss 1.2510, time 1195.14ms, mfu 5.49%
iter 773: loss 1.2929, time 1193.49ms, mfu 5.49%
iter 774: loss 1.3534, time 1195.93ms, mfu 5.49%
iter 775: loss 1.2351, time 1194.29ms, mfu 5.49%
iter 776: loss 1.1833, time 1195.30ms, mfu 5.49%
iter 777: loss 1.3512, time 1191.55ms, mfu 5.49%
iter 778: loss 1.1920, time 1193.54ms, mfu 5.49%
iter 779: loss 1.1830, time 1195.24ms, mfu 5.49%
iter 780: loss 1.3970, time 1193.23ms, mfu 5.49%
iter 781: loss 1.2243, time 1192.16ms, mfu 5.49%
iter 782: loss 1.3241, time 1194.89ms, mfu 5.49%
iter 783: loss 1.2666, time 1192.55ms, mfu 5.49%
iter 784: loss 1.1516, time 1193.64ms, mfu 5.49%
iter 785: loss 1.2702, time 1192.28ms, mfu 5.49%
iter 786: loss 1.2436, time 1196.41ms, mfu 5.49%
iter 787: loss 1.3280, time 1193.85ms, mfu 5.49%
iter 788: loss 1.3569, time 1192.84ms, mfu 5.49%
iter 789: loss 1.3167, time 1193.29ms, mfu 5.49%
iter 790: loss 1.3155, time 1194.02ms, mfu 5.49%
iter 791: loss 1.1935, time 1193.00ms, mfu 5.49%
iter 792: loss 1.4000, time 1194.72ms, mfu 5.49%
iter 793: loss 1.2970, time 1190.08ms, mfu 5.49%
iter 794: loss 1.1650, time 1198.00ms, mfu 5.49%
iter 795: loss 1.3229, time 1188.36ms, mfu 5.49%
iter 796: loss 1.3240, time 1190.49ms, mfu 5.49%
iter 797: loss 1.2820, time 1193.70ms, mfu 5.49%
iter 798: loss 1.3224, time 1194.81ms, mfu 5.49%
iter 799: loss 1.2250, time 1192.83ms, mfu 5.49%
iter 800: loss 1.3275, time 4527.37ms, mfu 5.09%
iter 801: loss 1.1350, time 1187.21ms, mfu 5.13%
iter 802: loss 1.2165, time 1191.28ms, mfu 5.17%
iter 803: loss 1.3397, time 1191.46ms, mfu 5.20%
iter 804: loss 1.3085, time 1196.68ms, mfu 5.23%
iter 805: loss 1.3541, time 1190.84ms, mfu 5.25%
iter 806: loss 1.3243, time 1193.12ms, mfu 5.28%
iter 807: loss 1.3822, time 1192.80ms, mfu 5.30%
iter 808: loss 1.2258, time 1196.14ms, mfu 5.32%
iter 809: loss 1.1347, time 1189.78ms, mfu 5.34%
iter 810: loss 1.3478, time 1195.30ms, mfu 5.35%
iter 811: loss 1.1740, time 1192.54ms, mfu 5.36%
iter 812: loss 1.2567, time 1195.07ms, mfu 5.38%
iter 813: loss 1.3981, time 1192.57ms, mfu 5.39%
iter 814: loss 1.5035, time 1195.38ms, mfu 5.40%
iter 815: loss 1.2588, time 1194.02ms, mfu 5.41%
iter 816: loss 1.3733, time 1194.41ms, mfu 5.41%
iter 817: loss 1.3371, time 1194.13ms, mfu 5.42%
iter 818: loss 1.2385, time 1193.57ms, mfu 5.43%
iter 819: loss 1.3140, time 1193.89ms, mfu 5.43%
iter 820: loss 1.3925, time 1195.16ms, mfu 5.44%
iter 821: loss 1.1069, time 1191.40ms, mfu 5.44%
iter 822: loss 1.3534, time 1194.09ms, mfu 5.45%
iter 823: loss 1.2458, time 1194.18ms, mfu 5.45%
iter 824: loss 1.2883, time 1195.72ms, mfu 5.45%
iter 825: loss 1.2546, time 1191.56ms, mfu 5.46%
iter 826: loss 1.2184, time 1195.39ms, mfu 5.46%
iter 827: loss 1.2370, time 1193.19ms, mfu 5.46%
iter 828: loss 1.4320, time 1195.00ms, mfu 5.47%
iter 829: loss 1.2438, time 1193.87ms, mfu 5.47%
iter 830: loss 1.2740, time 1193.28ms, mfu 5.47%
iter 831: loss 1.2804, time 1192.25ms, mfu 5.47%
iter 832: loss 1.2952, time 1193.74ms, mfu 5.47%
iter 833: loss 1.2919, time 1191.91ms, mfu 5.48%
iter 834: loss 1.3687, time 1198.18ms, mfu 5.48%
iter 835: loss 1.3513, time 1191.05ms, mfu 5.48%
iter 836: loss 1.3890, time 1195.67ms, mfu 5.48%
iter 837: loss 1.2765, time 1193.15ms, mfu 5.48%
iter 838: loss 1.4405, time 1193.88ms, mfu 5.48%
iter 839: loss 1.2253, time 1193.23ms, mfu 5.48%
iter 840: loss 1.2971, time 1196.49ms, mfu 5.48%
iter 841: loss 1.2294, time 1191.79ms, mfu 5.48%
iter 842: loss 1.1776, time 1195.04ms, mfu 5.48%
iter 843: loss 1.2573, time 1192.25ms, mfu 5.48%
iter 844: loss 1.2943, time 1194.11ms, mfu 5.48%
iter 845: loss 1.4467, time 1194.82ms, mfu 5.48%
iter 846: loss 1.3212, time 1194.36ms, mfu 5.48%
iter 847: loss 1.3321, time 1193.67ms, mfu 5.48%
iter 848: loss 1.2361, time 1194.39ms, mfu 5.48%
iter 849: loss 1.1769, time 1191.23ms, mfu 5.49%
iter 850: loss 1.3303, time 1196.80ms, mfu 5.48%
iter 851: loss 1.1814, time 1192.00ms, mfu 5.49%
iter 852: loss 1.3533, time 1193.61ms, mfu 5.49%
iter 853: loss 1.3180, time 1191.63ms, mfu 5.49%
iter 854: loss 1.1828, time 1197.22ms, mfu 5.49%
iter 855: loss 1.2370, time 1191.99ms, mfu 5.49%
iter 856: loss 1.1738, time 1194.42ms, mfu 5.49%
iter 857: loss 1.1458, time 1192.45ms, mfu 5.49%
iter 858: loss 1.0365, time 1195.85ms, mfu 5.49%
iter 859: loss 1.3912, time 1193.37ms, mfu 5.49%
iter 860: loss 1.3849, time 1193.83ms, mfu 5.49%
iter 861: loss 1.1251, time 1191.61ms, mfu 5.49%
iter 862: loss 1.2984, time 1196.36ms, mfu 5.49%
iter 863: loss 1.1675, time 1192.25ms, mfu 5.49%
iter 864: loss 1.3285, time 1194.79ms, mfu 5.49%
iter 865: loss 1.4242, time 1192.80ms, mfu 5.49%
iter 866: loss 1.3580, time 1195.60ms, mfu 5.49%
iter 867: loss 1.0187, time 1193.35ms, mfu 5.49%
iter 868: loss 1.2695, time 1194.43ms, mfu 5.49%
iter 869: loss 1.3182, time 1193.37ms, mfu 5.49%
iter 870: loss 1.2018, time 1192.92ms, mfu 5.49%
iter 871: loss 1.3337, time 1195.16ms, mfu 5.49%
iter 872: loss 1.2822, time 1195.76ms, mfu 5.49%
iter 873: loss 1.0612, time 1192.94ms, mfu 5.49%
iter 874: loss 1.2853, time 1191.24ms, mfu 5.49%
iter 875: loss 1.2924, time 1191.67ms, mfu 5.49%
iter 876: loss 1.0958, time 1198.48ms, mfu 5.49%
iter 877: loss 1.2604, time 1190.73ms, mfu 5.49%
iter 878: loss 1.2610, time 1193.57ms, mfu 5.49%
iter 879: loss 1.2595, time 1190.86ms, mfu 5.49%
iter 880: loss 1.2596, time 1196.61ms, mfu 5.49%
iter 881: loss 1.4057, time 1193.20ms, mfu 5.49%
iter 882: loss 1.3230, time 1194.49ms, mfu 5.49%
iter 883: loss 1.3121, time 1194.39ms, mfu 5.49%
iter 884: loss 1.2063, time 1194.90ms, mfu 5.49%
iter 885: loss 1.3583, time 1193.02ms, mfu 5.49%
iter 886: loss 1.1903, time 1194.70ms, mfu 5.49%
iter 887: loss 1.3321, time 1194.21ms, mfu 5.49%
iter 888: loss 1.2675, time 1196.10ms, mfu 5.49%
iter 889: loss 1.3024, time 1192.95ms, mfu 5.49%
iter 890: loss 1.3543, time 1193.98ms, mfu 5.49%
iter 891: loss 1.2004, time 1195.18ms, mfu 5.49%
iter 892: loss 1.1875, time 1195.19ms, mfu 5.49%
iter 893: loss 1.3061, time 1191.39ms, mfu 5.49%
iter 894: loss 1.2914, time 1194.20ms, mfu 5.49%
iter 895: loss 1.3322, time 1193.37ms, mfu 5.49%
iter 896: loss 1.3901, time 1194.04ms, mfu 5.49%
iter 897: loss 1.2409, time 1192.36ms, mfu 5.49%
iter 898: loss 1.2186, time 1193.97ms, mfu 5.49%
iter 899: loss 1.3340, time 1193.07ms, mfu 5.49%
